"effects_description_wh2_main_effect_magic_wild_reduce_wom_cost_traitor_kin"	"Winds of Magic cost: %n for "Traitor-Kin""	"True"
"effects_description_wh_main_effect_tech_upkeep_reduction_savage_orcs"	"Upkeep: %\+n% for Savage Orc units"	"True"
"effects_description_wh2_main_effect_mpc_vortex_ritual_cost"	"[HIDDEN] Vortex ritual costs are doubled in MPC"	"True"
"effects_description_wh_main_effect_magic_vampires_enable_raise_dead"	"Spell: "Raise Dead""	"True"
"effects_description_wh_dlc06_effect_charge_increase_night_goblins"	"Charge bonus: %\+n% for Night Goblin units"	"True"
"effects_description_wh2_dlc09_spell_nehekhara_cooldown_usirians_incantation_of_vengeance"	"Cooldown: %\+n% to "Usirian's Incantation of Vengeance""	"True"
"effects_description_wh_main_effect_ability_enable_foe-seeker"	"Ability: "Foe-seeker""	"True"
"effects_description_wh_main_effect_agent_cap_increase_wizard_chaos_sorcerer"	"Hero capacity: %\+n for Chaos Sorcerers"	"True"
"effects_description_wh2_main_effect_force_army_campaign_stance_march_retreat_dummy"	"Should the army be attacked, retreat will be impossible; if it loses the battle it will be wiped out"	"True"
"effects_description_wh_main_effect_tech_missile_range_increase_flame_cannons"	"Range: %\+n% for Flame Cannon units"	"True"
"effects_description_wh2_main_effect_magic_high_enable_soul_quench_upgraded"	"Overcast spell: "Soul Quench Upgraded""	"True"
"effects_description_wh_main_effect_agent_action_success_chance_skill"	"[HIDDEN] Hero action success chance: %\+n% (from skill)"	"True"
"effects_description_wh_main_effect_magic_big_waaagh_cooldown_fists_of_gork"	"Cooldown: %\+n% to "Fists of Gork""	"True"
"effects_description_wh2_main_effect_ability_disable_strength_through_spite"	"Replaces: "Strength Through Spite""	"True"
"effects_description_wh_main_effect_battle_magic_rune_cooldown_rate"	"Cooldown: %\+n% to Rune abilities"	"True"
"effects_description_wh2_main_effect_agent_action_enable_spy_hinder_settlement_damage_walls"	"[hidden]"	"True"
"effects_description_wh2_main_effect_tech_melee_attack_increase_hef_lions_phoenixguard_swordmasters"	"Melee attack: %\+n for Swordmasters of Hoeth, White Lions of Chrace and Phoenix Guard units"	"True"
