"effect_bundles_localised_description_wh2_main_incident_all_wom_up"	"A microscopic fissure has opened between the material world and the Realm of Chaos. It is a fleeting event, quite beneath the notice of even the gods, but potent enough to invigorate the Winds of Magic power reserve."	"True"
"effect_bundles_localised_title_wh_main_faction_trait_dwarfs"	""	"True"
"effect_bundles_localised_description_wh_main_payload_event_slayer_pilgrimage"	"Slayers belonging to your Clan are on a pilgrimage to Karak Kadrin and must not be disturbed."	"True"
"effect_bundles_localised_title_wh_main_bundle_anc_rune_strollaz_rune"	"Strollaz' Rune"	"True"
"effect_bundles_localised_title_wh2_main_bundle_magic_standard_huanchis_blessed_totem"	"Huanchi's Blessed Totem"	"True"
"effect_bundles_localised_description_wh2_main_incident_all_recruitment_cost_up_unit_exp_up"	"A recent clutch of reports regarding ill-discipline in the lower ranks is cause for concern. Clearly, clods are being hired - this has to stop! Recruitment costs have risen accordingly, but new recruits begin two ranks higher."	"True"
"effect_bundles_localised_description_wh2_main_bundle_agent_action_hinder_settlement_success_steal_technology_target"	"This settlement has had technology stolen by a foreign [[img:icon_hero]][[/img]]Hero."	"True"
"effect_bundles_localised_description_wh_main_reduced_movement_range_10"	"[HIDDEN]"	"True"
"effect_bundles_localised_title_wh2_dlc09_payload_incident_jungle_warriors"	"Jungle Secrets"	"True"
"effect_bundles_localised_description_wh_main_payload_disaster_storm_of_magic"	"An arcane tempest has scoured this region, disrupting the Winds of Magic."	"True"
"effect_bundles_localised_description_wh2_main_lzd_war_babies_second"	"The spawnings follow the Great Plan. All things happen for a reason and the Skinks have their part to play: society must not grind to a halt!"	"True"
"effect_bundles_localised_description_wh2_main_edict_skv_efficient_planning"	""	"True"
"effect_bundles_localised_description_wh_dlc05_payload_event_children_of_eternity_first"	"The Dryads have been sent to the Wildwood."	"True"
"effect_bundles_localised_description_wh_dlc07_occupation_bretonnia_chivalry_dummy_sacking_neutral"	"No Lord who spills blood for financial gain can be considered honourable."	"True"
"effect_bundles_localised_description_wh2_main_incident_monster_recruitment_cost_down"	"A battle-scarred Saurus Oldblood has come to your attention at the urging of the Mage-Priests. More feral than his brethren, he has a natural empathy with the great beasts of Lustria, who rally to him as one of their own. With much fasting and meditation, others are learning to commune in this fashion. As a result, recruitment costs for monstrous creatures have fallen factionwide."	"True"
"effect_bundles_localised_title_wh2_main_edict_hef_rally_citizen_militia"	"Rally Citizen Militia"	"True"
"effect_bundles_localised_description_wh_dlc07_payload_prosperous_harvest_first"	"Beautiful churches and breathtaking tournament grounds can now be built."	"True"
"effect_bundles_localised_title_wh2_main_bundle_final_battle_army_abilities"	""	"True"
"effect_bundles_localised_title_wh2_main_incident_skv_research_rate_up"	"Thirteen Ways to Die"	"True"
"effect_bundles_localised_description_wh2_main_bundle_faction_elven_espionage"	"Your trade agreements have allowed for spying."	"True"
"effect_bundles_localised_title_wh2_main_incident_cold_one_recruitment_cost_down_campaign_movement_range_up"	"Cold Vengeance"	"True"
"effect_bundles_localised_title_wh2_dlc09_payload_training_cavalry"	"Cavalry Focus"	"True"
"effect_bundles_localised_title_wh2_dlc09_tomb_king_difficulty_AI_normal"	"[HIDDEN]"	"True"
"effect_bundles_localised_title_wh_main_payload_disaster_flood_region"	"Flooding"	"True"
"effect_bundles_localised_description_wh_main_food_bundle_horde_host_negative"	"This horde is being severely affected by the current famine."	"True"
