"character_trait_levels_colour_text_wh2_main_skill_innate_all_aggressive"	"If you're gonna die, you may as well die with your boots on."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_confident"	"Self-belief is a fine thing when not misplaced."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_cunning"	"Deceit is a perfectly acceptable means of attack."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_determined"	"Having a modicum of resolve is useful in a world that continually tests it."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_disciplined"	"Always in control, this one leaves no stone unturned and nothing to chance."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_fleet_footed"	"Being fleet of foot is useful in a fight… or when trying to get away afterwards!"	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_intelligent"	"Sharp minds make sharp blades sharper still."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_knowledgeable"	"What this being doesn't know probably isn't worth knowing, so deep is their interest in the world and its ways."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_perceptive"	"Although actually reading minds is not in their skillset, this one has extraordinary insight into the motives of others."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_strategist"	"This being has a plan - not just a game plan, but a master plan to achieve their long-term aims."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_strong"	"Well built, robust. Powerful."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_tactician"	"Careful planning, knowledge of the terrain and the weaknesses of the enemy are the key to victory."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_tough"	"Rugged, resistant, and almost unbreakable, this being can and will take on all comers."	"TRUE"
"character_trait_levels_colour_text_wh2_main_skill_innate_all_weapon_master"	"If you can swing, slash, stab, gouge, or shoot it, this warrior has mastered every aspect of its use."	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_aggressive"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_confident"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_cunning"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_determined"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_disciplined"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_fleet_footed"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_intelligent"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_knowledgeable"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_perceptive"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_strategist"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_strong"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_tactician"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_tough"	"Innate trait"	"TRUE"
"character_trait_levels_explanation_text_wh2_main_skill_innate_all_weapon_master"	"Innate trait"	"TRUE"
"character_trait_levels_onscreen_name_wh2_main_skill_innate_all_aggressive"	"Aggressive"	"TRUE"
"character_trait_levels_onscreen_name_wh2_main_skill_innate_all_confident"	"Confident"	"TRUE"
"character_trait_levels_onscreen_name_wh2_main_skill_innate_all_cunning"	"Cunning"	"TRUE"
"character_trait_levels_onscreen_name_wh2_main_skill_innate_all_determined"	"Determined"	"TRUE"
